strategy,timestamp,signal_before,signal_after,match
in_the_zone_long,1782301500000000000,HOLD,HOLD,True
in_the_zone_long,1782301560000000000,HOLD,HOLD,True
in_the_zone_long,1782301620000000000,HOLD,HOLD,True
in_the_zone_long,1782301680000000000,HOLD,HOLD,True
in_the_zone_long,1782301740000000000,SELL,SELL,True
in_the_zone_long,1782301800000000000,HOLD,HOLD,True
in_the_zone_long,1782301860000000000,HOLD,HOLD,True
in_the_zone_long,1782301920000000000,HOLD,HOLD,True
in_the_zone_long,1782301980000000000,HOLD,HOLD,True
in_the_zone_long,1782302040000000000,HOLD,HOLD,True
in_the_zone_long,1782302100000000000,HOLD,HOLD,True
in_the_zone_long,1782302160000000000,HOLD,HOLD,True
in_the_zone_long,1782302220000000000,HOLD,HOLD,True
in_the_zone_long,1782302280000000000,HOLD,HOLD,True
in_the_zone_long,1782302340000000000,HOLD,HOLD,True
in_the_zone_long,1782302400000000000,HOLD,HOLD,True
in_the_zone_long,1782302460000000000,HOLD,HOLD,True
in_the_zone_long,1782302520000000000,HOLD,HOLD,True
in_the_zone_long,1782302580000000000,HOLD,HOLD,True
in_the_zone_long,1782302640000000000,HOLD,HOLD,True
in_the_zone_long,1782302700000000000,HOLD,HOLD,True
in_the_zone_long,1782302760000000000,HOLD,HOLD,True
in_the_zone_long,1782302820000000000,HOLD,HOLD,True
in_the_zone_long,1782302880000000000,HOLD,HOLD,True
in_the_zone_long,1782302940000000000,HOLD,HOLD,True
in_the_zone_long,1782303000000000000,HOLD,HOLD,True
in_the_zone_long,1782303060000000000,HOLD,HOLD,True
in_the_zone_long,1782303120000000000,HOLD,HOLD,True
in_the_zone_long,1782303180000000000,HOLD,HOLD,True
in_the_zone_long,1782303240000000000,HOLD,HOLD,True
in_the_zone_long,1782303300000000000,HOLD,HOLD,True
in_the_zone_long,1782303360000000000,HOLD,HOLD,True
in_the_zone_long,1782303420000000000,HOLD,HOLD,True
in_the_zone_long,1782303480000000000,HOLD,HOLD,True
in_the_zone_long,1782303540000000000,HOLD,HOLD,True
in_the_zone_long,1782303600000000000,HOLD,HOLD,True
in_the_zone_long,1782303660000000000,HOLD,HOLD,True
in_the_zone_long,1782303720000000000,HOLD,HOLD,True
in_the_zone_long,1782303780000000000,HOLD,HOLD,True
in_the_zone_long,1782303840000000000,HOLD,HOLD,True
in_the_zone_long,1782303900000000000,HOLD,HOLD,True
in_the_zone_long,1782303960000000000,HOLD,HOLD,True
in_the_zone_long,1782304020000000000,HOLD,HOLD,True
in_the_zone_long,1782304080000000000,HOLD,HOLD,True
in_the_zone_long,1782304140000000000,HOLD,HOLD,True
in_the_zone_long,1782304200000000000,HOLD,HOLD,True
in_the_zone_long,1782304260000000000,HOLD,HOLD,True
in_the_zone_long,1782304320000000000,HOLD,HOLD,True
in_the_zone_long,1782304380000000000,HOLD,HOLD,True
in_the_zone_long,1782304440000000000,HOLD,HOLD,True
in_the_zone_long,1782304500000000000,HOLD,HOLD,True
in_the_zone_long,1782304560000000000,HOLD,HOLD,True
in_the_zone_long,1782304620000000000,HOLD,HOLD,True
in_the_zone_long,1782304680000000000,HOLD,HOLD,True
in_the_zone_long,1782304740000000000,HOLD,HOLD,True
in_the_zone_long,1782304800000000000,HOLD,HOLD,True
in_the_zone_long,1782304860000000000,HOLD,HOLD,True
in_the_zone_long,1782304920000000000,HOLD,HOLD,True
in_the_zone_long,1782304980000000000,HOLD,HOLD,True
in_the_zone_long,1782305040000000000,HOLD,HOLD,True
in_the_zone_long,1782305100000000000,HOLD,HOLD,True
in_the_zone_long,1782305160000000000,HOLD,HOLD,True
in_the_zone_long,1782305220000000000,HOLD,HOLD,True
in_the_zone_long,1782305280000000000,HOLD,HOLD,True
in_the_zone_long,1782305340000000000,HOLD,HOLD,True
in_the_zone_long,1782305400000000000,HOLD,HOLD,True
in_the_zone_long,1782305460000000000,HOLD,HOLD,True
in_the_zone_long,1782305520000000000,HOLD,HOLD,True
in_the_zone_long,1782305580000000000,HOLD,HOLD,True
in_the_zone_long,1782305640000000000,HOLD,HOLD,True
in_the_zone_long,1782305700000000000,HOLD,HOLD,True
in_the_zone_long,1782305760000000000,HOLD,HOLD,True
in_the_zone_long,1782305820000000000,HOLD,HOLD,True
in_the_zone_long,1782305880000000000,HOLD,HOLD,True
in_the_zone_long,1782305940000000000,HOLD,HOLD,True
in_the_zone_long,1782306000000000000,HOLD,HOLD,True
in_the_zone_long,1782306060000000000,HOLD,HOLD,True
in_the_zone_long,1782306120000000000,HOLD,HOLD,True
in_the_zone_long,1782306180000000000,HOLD,HOLD,True
in_the_zone_long,1782306240000000000,HOLD,HOLD,True
in_the_zone_long,1782306300000000000,HOLD,HOLD,True
in_the_zone_long,1782306360000000000,HOLD,HOLD,True
in_the_zone_long,1782306420000000000,HOLD,HOLD,True
in_the_zone_long,1782306480000000000,HOLD,HOLD,True
in_the_zone_long,1782306540000000000,HOLD,HOLD,True
in_the_zone_long,1782306600000000000,HOLD,HOLD,True
in_the_zone_long,1782306660000000000,HOLD,HOLD,True
in_the_zone_long,1782306720000000000,HOLD,HOLD,True
in_the_zone_long,1782306780000000000,HOLD,HOLD,True
in_the_zone_long,1782306840000000000,HOLD,HOLD,True
in_the_zone_long,1782306900000000000,HOLD,HOLD,True
in_the_zone_long,1782306960000000000,HOLD,HOLD,True
in_the_zone_long,1782307020000000000,BUY,BUY,True
in_the_zone_long,1782307080000000000,HOLD,HOLD,True
in_the_zone_long,1782307140000000000,HOLD,HOLD,True
in_the_zone_long,1782307200000000000,HOLD,HOLD,True
in_the_zone_long,1782307260000000000,HOLD,HOLD,True
in_the_zone_long,1782307320000000000,SELL,SELL,True
in_the_zone_long,1782307380000000000,HOLD,HOLD,True
in_the_zone_long,1782307440000000000,HOLD,HOLD,True
in_the_zone_long,1782307500000000000,HOLD,HOLD,True
in_the_zone_long,1782307560000000000,HOLD,HOLD,True
in_the_zone_long,1782307620000000000,HOLD,HOLD,True
in_the_zone_long,1782307680000000000,HOLD,HOLD,True
in_the_zone_long,1782307740000000000,HOLD,HOLD,True
in_the_zone_long,1782307800000000000,HOLD,HOLD,True
in_the_zone_long,1782307860000000000,HOLD,HOLD,True
in_the_zone_long,1782307920000000000,BUY,BUY,True
in_the_zone_long,1782307980000000000,HOLD,HOLD,True
in_the_zone_long,1782308040000000000,HOLD,HOLD,True
in_the_zone_long,1782308100000000000,HOLD,HOLD,True
in_the_zone_long,1782308160000000000,HOLD,HOLD,True
in_the_zone_long,1782308220000000000,HOLD,HOLD,True
in_the_zone_long,1782308280000000000,HOLD,HOLD,True
in_the_zone_long,1782308340000000000,HOLD,HOLD,True
in_the_zone_long,1782308400000000000,HOLD,HOLD,True
in_the_zone_long,1782308460000000000,SELL,SELL,True
in_the_zone_long,1782308520000000000,HOLD,HOLD,True
in_the_zone_long,1782308580000000000,HOLD,HOLD,True
in_the_zone_long,1782308640000000000,HOLD,HOLD,True
in_the_zone_long,1782308700000000000,HOLD,HOLD,True
in_the_zone_long,1782308760000000000,HOLD,HOLD,True
in_the_zone_long,1782308820000000000,HOLD,HOLD,True
in_the_zone_long,1782308880000000000,HOLD,HOLD,True
in_the_zone_long,1782308940000000000,HOLD,HOLD,True
in_the_zone_long,1782309000000000000,HOLD,HOLD,True
in_the_zone_long,1782309060000000000,HOLD,HOLD,True
in_the_zone_long,1782309120000000000,HOLD,HOLD,True
in_the_zone_long,1782309180000000000,HOLD,HOLD,True
in_the_zone_long,1782309240000000000,HOLD,HOLD,True
in_the_zone_long,1782309300000000000,HOLD,HOLD,True
in_the_zone_long,1782309360000000000,HOLD,HOLD,True
in_the_zone_long,1782309420000000000,HOLD,HOLD,True
in_the_zone_long,1782309480000000000,HOLD,HOLD,True
in_the_zone_long,1782309540000000000,HOLD,HOLD,True
in_the_zone_long,1782309600000000000,HOLD,HOLD,True
in_the_zone_long,1782309660000000000,HOLD,HOLD,True
in_the_zone_long,1782309720000000000,HOLD,HOLD,True
in_the_zone_long,1782309780000000000,HOLD,HOLD,True
in_the_zone_long,1782309840000000000,HOLD,HOLD,True
in_the_zone_long,1782309900000000000,HOLD,HOLD,True
in_the_zone_long,1782309960000000000,BUY,BUY,True
in_the_zone_long,1782310020000000000,HOLD,HOLD,True
in_the_zone_long,1782310080000000000,HOLD,HOLD,True
